1,200581,苏威孚Ｂ,15.62,0.03,0.47,10600.0,16548500.0,0.03,15.69,15.18,15.20,15.15,5.15,0.01,6.91,0.75,1676997318.3872747
2,900901,云赛Ｂ股,0.560,0.02,0.013,40100.0,2262900.0,0.05,0.572,0.547,0.548,0.547,1.43,0.01,26.80,1.20,1676997318.3872747
3,900936,鄂资Ｂ股,1.995,0.01,0.023,4809,957400.0,0.01,1.996,1.973,1.973,1.972,1.10,0.0,4.70,1.40,1676997318.3872747
4,900948,伊泰Ｂ股,1.432,0.01,0.016,28300.0,4029000.0,0.02,1.433,1.410,1.414,1.416,1.54,0.0,2.38,0.68,1676997318.3872747
5,900952,锦港Ｂ股,0.281,0.01,0.003,11900.0,333400.0,0.03,0.282,0.274,0.278,0.278,1.48,0.01,38.68,0.60,1676997318.3872747
6,200539,粤电力Ｂ,2.23,0.01,0.02,5376,1194200.0,0.01,2.23,2.21,2.21,2.21,0.61,0.0,-4.62,0.49,1676997318.3872747
7,200625,长  安Ｂ,3.99,0.01,0.03,47800.0,19019000.0,0.03,4.02,3.92,3.96,3.96,1.66,0.0,3.89,0.58,1676997318.3872747
8,200056,皇庭B,1.36,0.01,0.01,1144,155100.0,0.01,1.37,1.35,1.36,1.35,1.45,0.0,-2.70,0.48,1676997318.3872747
9,900937,*ST华电B,0.148,0.01,0.001,8047,118700.0,0.02,0.149,0.146,0.147,0.147,1.08,0.0,-3.03,0.91,1676997318.3872747
10,200029,深深房Ｂ,3.04,0.01,0.02,2344,712700.0,0.01,3.06,3.02,3.02,3.02,1.52,0.0,16.67,0.70,1676997318.3872747
11,200761,本钢板Ｂ,1.54,0.01,0.01,8409,1286200.0,0.01,1.54,1.52,1.53,1.53,3.87,0.0,-16.64,0.30,1676997318.3872747
12,900912,外高Ｂ股,0.901,0.01,0.005,2438,219400.0,0.01,0.902,0.891,0.891,0.896,1.59,0.0,6.72,0.63,1676997318.3872747
13,200025,特  力Ｂ,4.26,0.0,0.02,208,88000.0,0.01,4.26,4.21,4.24,4.24,0.81,0.0,20.05,1.12,1676997318.3872747
14,200026,飞亚达Ｂ,6.66,0.0,0.03,154,101800.0,0.01,6.66,6.59,6.59,6.63,0.23,0.0,8.21,0.81,1676997318.3872747
15,900934,锦江Ｂ股,2.102,0.0,0.009,1662,347800.0,0.01,2.105,2.082,2.088,2.093,0.67,0.0,285.88,0.97,1676997318.3872747
16,200488,晨  鸣Ｂ,2.48,0.0,0.01,7081,1753900.0,0.01,2.49,2.46,2.47,2.47,0.85,0.0,20.84,0.37,1676997318.3872747
17,200037,深南电B,2.57,0.0,0.01,270,69100.0,0.02,2.57,2.53,2.53,2.56,0.36,0.0,-7.37,0.95,1676997318.3872747
18,200011,深物业B,6.00,0.0,0.02,1355,813000.0,0.01,6.01,5.98,5.98,5.98,1.44,0.0,5.32,0.75,1676997318.3872747
19,900940,大名城B,0.307,0.0,0.001,1197,36700.0,0.01,0.307,0.305,0.307,0.306,1.04,0.0,110.07,0.44,1676997318.3872747
20,900911,金桥Ｂ股,0.949,0.0,0.003,6408,609500.0,0.01,0.954,0.944,0.950,0.946,2.68,0.0,5.34,0.62,1676997318.3872747
21,200550,江  铃Ｂ,6.72,0.0,0.02,645,432800.0,0.01,6.73,6.67,6.67,6.70,1.01,0.0,5.49,0.58,1676997318.3872747
22,200706,瓦轴B,3.37,0.0,0.01,102,34100.0,0.02,3.37,3.31,3.36,3.36,0.46,0.0,-14.96,2.24,1676997318.3872747
23,900926,宝信Ｂ,3.208,0.0,0.009,7030,2249000.0,0.01,3.216,3.183,3.197,3.199,0.53,0.0,22.36,4.93,1676997318.3872747
24,900913,国新B股,0.383,0.0,0.001,3158,120400.0,0.02,0.384,0.378,0.382,0.382,1.16,0.0,-91.16,1.06,1676997318.3872747
25,200553,安道麦B,4.03,0.0,0.01,1144,460000.0,0.01,4.04,4.01,4.02,4.02,1.69,0.0,8.29,0.36,1676997318.3872747
26,200152,*ST山航B,4.20,0.0,0.01,2673,1117100.0,0.03,4.29,4.15,4.29,4.19,1.30,0.0,-0.21,-0.24,1676997318.3872747
27,900920,动力Ｂ股,0.431,0.0,0.001,2012,86500.0,0.01,0.432,0.427,0.432,0.430,0.62,0.0,-6.25,0.56,1676997318.3872747
28,900953,凯马Ｂ,0.446,0.0,0.001,1757,78400.0,0.01,0.448,0.442,0.443,0.445,0.35,0.0,-12.79,4.14,1676997318.3872747
29,900927,物贸Ｂ股,0.455,0.0,0.001,663,30100.0,0.02,0.456,0.449,0.449,0.454,0.57,0.0,50.95,1.69,1676997318.3872747
30,900906,中毅达B,0.519,0.0,0.001,9595,496300.0,0.02,0.520,0.511,0.511,0.518,1.46,0.0,74.94,22.93,1676997318.3872747
31,200771,杭汽轮Ｂ,11.30,0.0,0.02,2035,2292800.0,0.02,11.42,11.16,11.16,11.28,0.72,0.0,17.54,1.19,1676997318.3872747
32,900923,百联Ｂ股,0.711,0.0,0.001,959,68000.0,0.02,0.715,0.702,0.710,0.710,0.60,0.0,-35.51,0.54,1676997318.3872747
33,900905,老凤祥Ｂ,3.210,0.0,0.002,3294,1061800.0,0.01,3.236,3.203,3.209,3.208,0.65,0.0,6.59,1.22,1676997318.3872747
34,900957,凌云Ｂ股,0.577,0.0,0.000,594,34200.0,0.01,0.577,0.573,0.576,0.577,0.46,0.0,35.40,2.57,1676997318.3872747
35,900956,东贝B股,0,0,0,0,0,0,0,0,0,3.070,0,0.0,0,0,1676997318.3872747
36,900955,退市海B,0,0,0,0,0,0,0,0,0,0.021,0,0.0,0,0,1676997318.3872747
37,900951,退市大化,0,0,0,0,0,0,0,0,0,0.069,0,0.0,0,0,1676997318.3872747
